Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Resilient sensor authentication in SCADA by integrating physical unclonable function and blockchain","Cluster Computing","","25","3","10.1007/s10586-021-03413-1","Abel O. Gomez RiveraDeepak K. ToshUttam Ghosh","2022","http://link.springer.com/article/10.1007/s10586-021-03413-1","Article"
"A blockchain-based integrated and interconnected hybrid platform for Smart City ecosystem","Peer-to-Peer Networking and Applications","","15","4","10.1007/s12083-022-01338-z","Arnab MukherjeeSwagatika SahooRaju Halder","2022","http://link.springer.com/article/10.1007/s12083-022-01338-z","Article"
"Concurrent and efficient IoT data trading based on probabilistic micropayments","Wireless Networks","","29","2","10.1007/s11276-022-03161-z","Tao LiAnjia YangJian WengYao TongQingfu Pei","2023","http://link.springer.com/article/10.1007/s11276-022-03161-z","Article"
"Deployment of distributed ledger and decentralized technology for transition to smart industries","Environment Systems and Decisions","","43","2","10.1007/s10669-023-09902-5","Bokolo Anthony Jr","2023","http://link.springer.com/article/10.1007/s10669-023-09902-5","Article"
"Blockchain abnormal behavior awareness methods: a survey","Cybersecurity","","5","1","10.1186/s42400-021-00107-4","Chuyi YanChen ZhangZhigang LuZehui WangYuling LiuBaoxu Liu","2022","http://link.springer.com/article/10.1186/s42400-021-00107-4","Article"
"Blockchain as enabling factor for implementing RFID and IoT technologies in VMI: a simulation on the Parmigiano Reggiano supply chain","Operations Management Research","","","","10.1007/s12063-022-00324-1","Antonello CammaranoVincenzo VarrialeFrancesca MichelinoMauro Caputo","2022","http://link.springer.com/article/10.1007/s12063-022-00324-1","Article"
"PMHE: a wearable medical sensor assisted framework for health care based on blockchain and privacy computing","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00373-8","Jindong ZhaoWenshuo WangDan WangXuan WangChunxiao Mu","2022","http://link.springer.com/article/10.1186/s13677-022-00373-8","Article"
"Computer Aided Verification","Lecture Notes in Computer Science","","","","10.1007/978-3-031-13185-1","Sharon ShohamYakir Vizel","2022","http://link.springer.com/book/10.1007/978-3-031-13185-1","Book"
"Casper: a blockchain-based system for efficient and secure customer credential verification","Journal of Banking and Financial Technology","","6","1","10.1007/s42786-021-00036-3","Eranga BandaraSachin ShettyRavi MukkamalaXueping LiangPeter FoytikNalin RanasingheKasun De Zoysa","2022","http://link.springer.com/article/10.1007/s42786-021-00036-3","Article"
"Cross-chain exchange by transaction dependence with conditional transaction method","Soft Computing","","26","3","10.1007/s00500-021-06577-5","Hong SuBing GuoJun Yu LuXinhua Suo","2022","http://link.springer.com/article/10.1007/s00500-021-06577-5","Article"
"How Blockchain Can Automate KYC: Systematic Review","Wireless Personal Communications","","122","2","10.1007/s11277-021-08977-0","Diksha MalhotraPoonam SainiAwadhesh Kumar Singh","2022","http://link.springer.com/article/10.1007/s11277-021-08977-0","Article"
"Programmable money: next-generation blockchain-based conditional payments","Digital Finance","","4","2 - 3","10.1007/s42521-022-00059-5","Ingo WeberMark Staples","2022","http://link.springer.com/article/10.1007/s42521-022-00059-5","Article"
"A multivocal literature review of decentralized finance: Current knowledge and future research avenues","Electronic Markets","","33","1","10.1007/s12525-023-00637-4","Vincent GramlichTobias GuggenbergerMarc PrincipatoBenjamin SchellingerNils Urbach","2023","http://link.springer.com/article/10.1007/s12525-023-00637-4","Article"
"Trust in blockchain-enabled exchanges: Future directions in blockchain marketing","Journal of the Academy of Marketing Science","","","","10.1007/s11747-022-00889-0","Teck Ming TanSaila Saraniemi","2022","http://link.springer.com/article/10.1007/s11747-022-00889-0","Article"
"A blockchain-based SLA monitoring and compliance assessment for IoT ecosystems","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00409-7","Ali AlzubaidiKaran MitraEllis Solaiman","2023","http://link.springer.com/article/10.1186/s13677-023-00409-7","Article"
"Artificial Intelligence and Blockchain Integration in Business: Trends from a Bibliometric-Content Analysis","Information Systems Frontiers","","25","2","10.1007/s10796-022-10279-0","Satish KumarWeng Marc LimUthayasankar SivarajahJaspreet Kaur","2023","http://link.springer.com/article/10.1007/s10796-022-10279-0","Article"
"Blockchain-oriented approach for detecting cyber-attack transactions","Financial Innovation","","9","1","10.1186/s40854-023-00490-6","Zhiqi FengYongli LiXiaochen Ma","2023","http://link.springer.com/article/10.1186/s40854-023-00490-6","Article"
"Automated Reasoning","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10769-6","Prof. Jasmin BlanchetteProf. Dr. Laura KovácsDirk Pattinson","2022","http://link.springer.com/book/10.1007/978-3-031-10769-6","Book"
"Big Data and Artificial Intelligence in Digital Finance","","","","","10.1007/978-3-030-94590-9","Prof. John SoldatosDr. Dimosthenis Kyriazis","2022","http://link.springer.com/book/10.1007/978-3-030-94590-9","Book"
"Blockchain based secure, efficient and coordinated energy trading and data sharing between electric vehicles","Cluster Computing","","25","3","10.1007/s10586-021-03435-9","Muhammad Umar JavedNadeem JavaidMuhammad Waseem MalikMariam AkbarOmaji SamuelAdamu Sani YahayaJalel Ben Othman","2022","http://link.springer.com/article/10.1007/s10586-021-03435-9","Article"
"Blockchain-Based Fair Payment for ABE with Outsourced Decryption","Peer-to-Peer Networking and Applications","","16","1","10.1007/s12083-022-01406-4","Linjian HongKai ZhangJunqing GongHaifeng Qian","2023","http://link.springer.com/article/10.1007/s12083-022-01406-4","Article"
"A blockchain scheme for authentication, data sharing and nonrepudiation to secure internet of wireless sensor things","Cluster Computing","","26","2","10.1007/s10586-022-03722-z","Asad Ullah KhanNadeem JavaidMuhammad Asghar KhanInsaf Ullah","2023","http://link.springer.com/article/10.1007/s10586-022-03722-z","Article"
"A trusted de-swinging k-anonymity scheme for location privacy protection","Journal of Cloud Computing","","11","1","10.1186/s13677-021-00272-4","Manxiang YangBaopeng YeYuling ChenTao LiYixian YangXiaobin QianXiaomei Yu","2022","http://link.springer.com/article/10.1186/s13677-021-00272-4","Article"
"ReliefChain: A blockchain leveraged post disaster relief allocation system over smartphone-based DTN","Peer-to-Peer Networking and Applications","","15","6","10.1007/s12083-022-01366-9","Nabanita DasSouvik BasuSipra Das Bit","2022","http://link.springer.com/article/10.1007/s12083-022-01366-9","Article"
"Benefits and concerns associated with blockchain-based health information exchange (HIE): a qualitative study from physicians' perspectives","BMC Medical Informatics and Decision Making","","22","1","10.1186/s12911-022-01815-8","Pouyan Esmaeilzadeh","2022","http://link.springer.com/article/10.1186/s12911-022-01815-8","Article"
"Risk analysis in decentralized finance (DeFi): a fuzzy-AHP approach","Risk Management","","25","2","10.1057/s41283-023-00118-0","Sandeepa KaurSimarjeet SinghSanjay GuptaSangeeta Wats","2023","http://link.springer.com/article/10.1057/s41283-023-00118-0","Article"
"Automated market makers and decentralized exchanges: a DeFi primer","Financial Innovation","","8","1","10.1186/s40854-021-00314-5","Vijay Mohan","2022","http://link.springer.com/article/10.1186/s40854-021-00314-5","Article"
"A novel privacy protection scheme for internet of things based on blockchain and privacy set intersection technique","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00375-6","Qian ZhouChengzhe LaiQili GuoHaoyan MaDong Zheng","2022","http://link.springer.com/article/10.1186/s13677-022-00375-6","Article"
"Blockchain-enabled healthcare monitoring system for early Monkeypox detection","The Journal of Supercomputing","","","","10.1007/s11227-023-05288-y","Aditya GuptaMonu BhagatVibha Jain","2023","http://link.springer.com/article/10.1007/s11227-023-05288-y","Article"
"Blockchain in smart education: Contributors, collaborations, applications and research topics","Education and Information Technologies","","28","4","10.1007/s10639-022-11399-5","Xieling ChenDi ZouGary ChengHaoran XieMorris Jong","2023","http://link.springer.com/article/10.1007/s10639-022-11399-5","Article"
"Enablers to the adoption of blockchain technology in logistics supply chains: evidence from an emerging economy","Annals of Operations Research","","","","10.1007/s10479-022-04546-1","Taab Ahmad SamadRohit SharmaKunal K GangulySamuel Fosso WambaGeetika Jain","2022","http://link.springer.com/article/10.1007/s10479-022-04546-1","Article"
"From the Artist’s Contract to the blockchain ledger: new forms of artists’ funding using equity and resale royalties","Journal of Cultural Economics","","46","2","10.1007/s10824-022-09445-8","Lauren van Haaften-SchickAmy Whitaker","2022","http://link.springer.com/article/10.1007/s10824-022-09445-8","Article"
"A blockchain-based secure storage and access control scheme for supply chain finance","The Journal of Supercomputing","","79","1","10.1007/s11227-022-04655-5","Dun LiDezhi HanNoel CrespiRoberto MinervaKuan-Ching Li","2023","http://link.springer.com/article/10.1007/s11227-022-04655-5","Article"
"Flexible access control mechanism for cloud stored EHR using consortium blockchain","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-022-01791-2","C. Eben ExcelineSivakumar Nagarajan","2022","http://link.springer.com/article/10.1007/s13198-022-01791-2","Article"
"MADCS: A Middleware for Anomaly Detection and Content Sharing for Blockchain-Based Systems","Journal of Network and Systems Management","","31","3","10.1007/s10922-023-09736-1","Alef Vinicius Cardoso e SilvaFelipe Taliar GiuntiniCaetano Mazzoni RanieriRodolfo Ipolito MeneguetteRodrigo Dutra GarciaGowri Sankar RamachandranBhaskar KrishnamachariJó Ueyama","2023","http://link.springer.com/article/10.1007/s10922-023-09736-1","Article"
"Bitrans: A bidirectional and trusted data transaction protocol based on the blockchain system","Peer-to-Peer Networking and Applications","","15","3","10.1007/s12083-021-01287-z","Gen HuangYi-bo ZouShi ChenYun Xu","2022","http://link.springer.com/article/10.1007/s12083-021-01287-z","Article"
"BTrust: A New Blockchain-Based Trust Management Protocol for Resource Sharing","Journal of Network and Systems Management","","30","4","10.1007/s10922-022-09674-4","Badr BellajAafaf OuaddahEmmanuel BertinNoel CrespiAbdellatif MezriouiKhalid Bellaj","2022","http://link.springer.com/article/10.1007/s10922-022-09674-4","Article"
"User authentication of industrial internet of things (IIoT) through Blockchain","Multimedia Tools and Applications","","82","12","10.1007/s11042-022-14154-7","Anju DeviAmit KumarGeetanjali RatheeHemraj Saini","2023","http://link.springer.com/article/10.1007/s11042-022-14154-7","Article"
"Blockchain-based multi-user certificateless encryption with keyword search for electronic health record sharing","Peer-to-Peer Networking and Applications","","15","5","10.1007/s12083-022-01345-0","Xiaodong YangTian TianJiaqi WangCaifen Wang","2022","http://link.springer.com/article/10.1007/s12083-022-01345-0","Article"
"B2IPTS: A blockchain-based intellectual property transaction framework","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-023-04577-x","Shan AiChang ChenJuan TangPengfei HuangYanli Liu","2023","http://link.springer.com/article/10.1007/s12652-023-04577-x","Article"
"Live video streaming service with pay-as-you-use model on Ethereum Blockchain and InterPlanetary file system","Wireless Networks","","28","7","10.1007/s11276-022-03009-6","Elio Jordan LopesShaolin KatariaShashank KeshavSumaiya Thaseen IkramMuhammad Rukunuddin GhalibAchyut ShankarMoez Krichen","2022","http://link.springer.com/article/10.1007/s11276-022-03009-6","Article"
"Auditable attribute-based data access control using blockchain in cloud storage","The Journal of Supercomputing","","78","8","10.1007/s11227-021-04293-3","V. Ezhil ArasiK. Indra GandhiK. Kulothungan","2022","http://link.springer.com/article/10.1007/s11227-021-04293-3","Article"
"Retraction Note: A remix IDE: smart contract-based framework for the healthcare sector by using Blockchain technology","Multimedia Tools and Applications","","81","29","10.1007/s11042-022-13853-5","Rana M. Amir LatifKhalid HussainN. Z. JhanjhiAnand NayyarOsama Rizwan","2022","http://link.springer.com/article/10.1007/s11042-022-13853-5","Article"
"A Max-SMT Superoptimizer for EVM handling Memory and Storage","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-99524-9_11","Elvira AlbertPablo GordilloAlejandro Hernández-CerezoAlbert Rubio","2022","http://link.springer.com/chapter/10.1007/978-3-030-99524-9_11","Chapter"
"The state of art, opportunities and challenges of blockchain in the insurance industry: a systematic literature review","Management Review Quarterly","","","","10.1007/s11301-023-00328-6","Teresa Dominguez AnguianoLaura Parte","2023","http://link.springer.com/article/10.1007/s11301-023-00328-6","Article"
"Inferring Needless Write Memory Accesses on Ethereum Bytecode","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-031-30823-9_23","Elvira AlbertJesús CorreasPablo GordilloGuillermo Román-DíezAlbert Rubio","2023","http://link.springer.com/chapter/10.1007/978-3-031-30823-9_23","Chapter"
